SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 6,FACULTAD 3,INGENIERIA 15,Los laboratorios de la facultad de ingeniería ---- deben estar mejor equipados,Los laboratorios de la facultad de ingeniería ---- deben estar mejor equipados,"['laboratorios', 'facultad', 'ingeniería', 'deben', 'mejor', 'equipados']","['laboratorio', 'facultad', 'ingenieer', 'equipado']",Positivo,78.12%,1,laboratorio
SEDE 1,FACULTAD 3,INGENIERIA 15,"Los laboratorios deben contar con los equipos necesarios y estos deben tener un buen funcionamiento, ya que hay varios laboratorios que no cuentan con los equipos necesarios","Los laboratorios deben contar con los equipos necesarios y estos deben tener un buen funcionamiento, ya que hay varios laboratorios que no cuentan con los equipos necesarios","['laboratorios', 'deben', 'contar', 'equipos', 'necesarios', 'deben', 'tener', 'buen', 'funcionamiento', 'varios', 'laboratorios', 'cuentan', 'equipos', 'necesarios']","['laboratorio', 'contar', 'equipo', 'necesario', 'funcionamiento', 'laboratorio', 'contar', 'equipo', 'necesario']",Positivo,90.27%,1,laboratorio
SEDE 8,FACULTAD 1,LICENCIATURA 03,Los laboratorios deben de estar mejor equipados,Los laboratorios deben de estar mejor equipados,"['laboratorios', 'deben', 'mejor', 'equipados']","['laboratorio', 'equipado']",Positivo,70.83%,1,laboratorio
SEDE 1,FACULTAD 2,TÉCNICO 05,"Los laboratorios deben estar más adecuados, al utilizar los proyectores los cables dan mucho problema para conectarse  se deben tener equipos más modernos.","Los laboratorios deben estar más adecuados, al utilizar los proyectores los cables dan mucho problema para conectarse  se deben tener equipos más modernos.","['laboratorios', 'deben', 'adecuados', 'utilizar', 'proyectores', 'cables', 'dan', 'problema', 'conectarse', 'deben', 'tener', 'equipos', 'modernos']","['laboratorio', 'adecuado', 'utilizar', 'proyector', 'cabl', 'problema', 'conectar él', 'equipo', 'moderno']",Positivo,43.65%,0,variedad
SEDE 1,FACULTAD 2,TÉCNICO 04,Los laboratorios deben ser más prácticos,Los laboratorios deben ser más prácticos,"['laboratorios', 'deben', 'ser', 'prácticos']","['laboratorio', 'práctico']",Positivo,70.83%,1,laboratorio
SEDE 1,FACULTAD 4,POSTGRADO 06,"Los laboratorios debería profundizar lo tratado en clases, en referencias a equipos.","Los laboratorios debería profundizar lo tratado en clases, en referencias a equipos.","['laboratorios', 'debería', 'profundizar', 'tratado', 'clases', 'referencias', 'equipos']","['laboratorio', 'deber', 'profundizar', 'tratado', 'clase', 'referencia', 'equipo']",Positivo,78.11%,0,variedad
SEDE 1,FACULTAD 1,LICENCIATURA 02,Los laboratorios deberían contar con las herramientas necesarias para nuestro desarrollo como futuros profesionales,Los laboratorios deberían contar con las herramientas necesarias para nuestro desarrollo como futuros profesionales,"['laboratorios', 'deberían', 'contar', 'herramientas', 'necesarias', 'desarrollo', 'futuros', 'profesionales']","['laboratorio', 'deber', 'contar', 'herramienta', 'necesario', 'desarrollo', 'futuro', 'profesional']",Positivo,56.93%,1,laboratorio
SEDE 2,FACULTAD 2,INGENIERIA 08,"Los laboratorios esta demasiado descuidados, y no tienen lo necesario.","Los laboratorios esta demasiado descuidados, y no tienen lo necesario.","['laboratorios', 'demasiado', 'descuidados', 'necesario']","['laboratorio', 'descuidado', 'necesario']",Positivo,70.82%,1,laboratorio
SEDE 1,FACULTAD 2,TÉCNICO 05,Los laboratorios estan muy antiguos necesitan equipos nuevos y modernos.,Los laboratorios estan muy antiguos necesitan equipos nuevos y modernos.,"['laboratorios', 'estan', 'antiguos', 'necesitan', 'equipos', 'nuevos', 'modernos']","['laboratorio', 'antiguo', 'necesitar', 'equipo', 'moderno']",Positivo,82.49%,1,laboratorio
SEDE 6,FACULTAD 2,INGENIERIA 08,Los laboratorios hay insufisciencia de equipos y materiales cuando tengo dar mis clases por lo general siempre hay algo dañado que nos impide hacer los labs por las mediciones imprecisas (lab de fisica,Los laboratorios hay insufisciencia de equipos y materiales cuando tengo dar mis clases por lo general siempre hay algo dañado que nos impide hacer los labs por las mediciones imprecisas (lab de fisica,"['laboratorios', 'insufisciencia', 'equipos', 'materiales', 'dar', 'clases', 'general', 'siempre', 'dañado', 'impide', 'hacer', 'labs', 'mediciones', 'imprecisas', 'lab', 'fisica']","['laboratorio', 'insufisciencia', 'equipo', 'material', 'clase', 'general', 'dañado', 'impedir', 'labs', 'medición', 'impreciso', 'lab', 'fisico']",Positivo,44.41%,0,variedad
SEDE 6,FACULTAD 1,LICENCIATURA 05,Los laboratorios necesitan actualizar el instrumento para las prácticas.,Los laboratorios necesitan actualizar el instrumento para las prácticas.,"['laboratorios', 'necesitan', 'actualizar', 'instrumento', 'prácticas']","['laboratorio', 'necesitar', 'actualizar', 'instrumento', 'práctico']",Positivo,78.12%,1,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 04,Los laboratorios necesitan más espacio y más equipos para un mejor desarrollo estudiantil,Los laboratorios necesitan más espacio y más equipos para un mejor desarrollo estudiantil,"['laboratorios', 'necesitan', 'espacio', 'equipos', 'mejor', 'desarrollo', 'estudiantil']","['laboratorio', 'necesitar', 'espacio', 'equipo', 'desarrollo', 'estudiantil']",Positivo,66.83%,1,laboratorio
SEDE 8,FACULTAD 3,INGENIERIA 15,Los laboratorios no cuentan con el personal adecuado para realizar experimentos,Los laboratorios no cuentan con el personal adecuado para realizar experimentos,"['laboratorios', 'cuentan', 'personal', 'adecuado', 'realizar', 'experimentos']","['laboratorio', 'contar', 'personal', 'adecuado', 'experimento']",Positivo,43.50%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 08,"Los laboratorios no cuentan con la capacidad tan amplia, muchos estudiantes se quedan sin poder sentarse o usar la computadora porque no hay disponibilidad ni espacio.","Los laboratorios no cuentan con la capacidad tan amplia, muchos estudiantes se quedan sin poder sentarse o usar la computadora porque no hay disponibilidad ni espacio.","['laboratorios', 'cuentan', 'capacidad', 'tan', 'amplia', 'estudiantes', 'quedan', 'poder', 'sentarse', 'usar', 'computadora', 'disponibilidad', 'espacio']","['laboratorio', 'contar', 'capacidad', 'amplio', 'estudiante', 'quedar', 'sentar él', 'computadoro', 'disponibilidad', 'espacio']",Positivo,75.95%,6,estudio
SEDE 6,FACULTAD 3,INGENIERIA 15,Los laboratorios no cuentan con los equipos necesarios,Los laboratorios no cuentan con los equipos necesarios,"['laboratorios', 'cuentan', 'equipos', 'necesarios']","['laboratorio', 'contar', 'equipo', 'necesario']",Positivo,82.49%,1,laboratorio
SEDE 1,FACULTAD 2,INGENIERIA 08,Los laboratorios no disponen de equipos o herramientas de aprendizaje actualizadas ni funcionales.,Los laboratorios no disponen de equipos o herramientas de aprendizaje actualizadas ni funcionales.,"['laboratorios', 'disponen', 'equipos', 'herramientas', 'aprendizaje', 'actualizadas', 'funcionales']","['laboratorio', 'disponer', 'equipo', 'herramienta', 'aprendizaje', 'actualizada', 'funcional']",Positivo,82.49%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 17,Los laboratorios no están debidamente equipados para realizar los talleres,Los laboratorios no están debidamente equipados para realizar los talleres,"['laboratorios', 'debidamente', 'equipados', 'realizar', 'talleres']","['laboratorio', 'debidamente', 'equipado', 'taller']",Positivo,78.12%,1,laboratorio
SEDE 2,FACULTAD 5,INGENIERIA 25,Los laboratorios no están equipados con lo que se necesita actualmente,Los laboratorios no están equipados con lo que se necesita actualmente,"['laboratorios', 'equipados', 'necesita', 'actualmente']","['laboratorio', 'equipado', 'necesitar', 'actualmente']",Positivo,78.12%,1,laboratorio
SEDE 7,FACULTAD 2,LICENCIATURA 06,"Los laboratorios no se pueden hacer los laboratorios, muchas Pc no prenden y no tienen los programas necesarios.","Los laboratorios no se pueden hacer los laboratorios, muchas Pc no prenden y no tienen los programas necesarios.","['laboratorios', 'pueden', 'hacer', 'laboratorios', 'muchas', 'prenden', 'programas', 'necesarios']","['laboratorio', 'laboratorio', 'prender', 'programa', 'necesario']",Positivo,82.49%,1,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 15,Los laboratorios no tienen la tecnología necesaria y la mayoria de los instrumentos que tenemos estan inoperativos,Los laboratorios no tienen la tecnología necesaria y la mayoria de los instrumentos que tenemos estan inoperativos,"['laboratorios', 'tecnología', 'necesaria', 'mayoria', 'instrumentos', 'estan', 'inoperativos']","['laboratorio', 'tecnología', 'necesario', 'mayorio', 'instrumento', 'inoperativo']",Positivo,70.82%,1,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 23,Los laboratorios solo cuantan con estaciones de trabajos y no con los componentes que hacen referencia a las clases impartidas,Los laboratorios solo cuantan con estaciones de trabajos y no con los componentes que hacen referencia a las clases impartidas,"['laboratorios', 'solo', 'cuantan', 'estaciones', 'trabajos', 'componentes', 'hacen', 'referencia', 'clases', 'impartidas']","['laboratorio', 'cuantar', 'estación', 'trabajo', 'componente', 'referencia', 'clás', 'impartida']",Positivo,54.81%,1,laboratorio
SEDE 8,FACULTAD 1,LICENCIATURA 05,LOS LAVORATORIOS TIENE QUE SER MAS EQUIPADOS Y NO TODO SUS EQUIPOS ESTRAN EN BUEN ESTADO,LOS LAVORATORIOS TIENE QUE SER MAS EQUIPADOS Y NO TODO SUS EQUIPOS ESTRAN EN BUEN ESTADO,"['lavoratorios', 'ser', 'mas', 'equipados', 'equipos', 'estran', 'buen']","['lavoratorio', 'equipado', 'equipo', 'estrar']",Positivo,70.82%,1,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 22,Los libros están carísimos cuando es mas fácil obtener una copia digital,Los libros están carísimos cuando es mas fácil obtener una copia digital,"['libros', 'carísimos', 'mas', 'fácil', 'obtener', 'copia', 'digital']","['libro', 'carísir', 'fácil', 'obtener', 'copia', 'digital']",Positivo,56.23%,1,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,Los lugarea de descanso siempre estan llenos y seria conveniente que hagan mas,Los lugarea de descanso siempre estan llenos y seria conveniente que hagan mas,"['lugarea', 'descanso', 'siempre', 'estan', 'llenos', 'seria', 'conveniente', 'hagan', 'mas']","['lugareo', 'descanso', 'lleno', 'serio', 'conveniente', 'hacer']",Positivo,70.83%,6,estudio
SEDE 6,FACULTAD 2,INGENIERIA 08,"Los lugares destinados a ser centro de estudios son utilizados para actividades de ocio, perjudicando así a las personas que verdaderamente lo necesitan utilizar.","Los lugares destinados a ser centro de estudios son utilizados para actividades de ocio, perjudicando así a las personas que verdaderamente lo necesitan utilizar.","['lugares', 'destinados', 'ser', 'centro', 'estudios', 'utilizados', 'actividades', 'ocio', 'perjudicando', 'así', 'personas', 'verdaderamente', 'necesitan', 'utilizar']","['lugar', 'destinado', 'centro', 'estudio', 'utilizado', 'actividad', 'ocio', 'perjudicar', 'persona', 'verdaderamente', 'necesitar', 'utilizar']",Positivo,64.95%,6,estudio
SEDE 6,FACULTAD 1,INGENIERIA 01,Los megas de subida y bajada del wifi institucional no son tan rápidos,Los megas de subida y bajada del wifi institucional no son tan rápidos,"['megas', 'subida', 'bajada', 'wifi', 'institucional', 'tan', 'rápidos']","['mega', 'subida', 'bajado', 'wifi', 'institucional', 'rápido']",Positivo,78.12%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 10,Los monitores muchas veces no funcionaban y atrasaban las clases,Los monitores muchas veces no funcionaban y atrasaban las clases,"['monitores', 'muchas', 'veces', 'funcionaban', 'atrasaban', 'clases']","['monitor', 'funcionar', 'atrasar', 'clase']",Positivo,56.25%,2,
SEDE 1,FACULTAD 5,INGENIERIA 29,Los planes de estudios de muchas carreras no están orientados al aprendizaje a la investigación y muchas veces se realizan las clases como teoría sin aplicación alguna donde se promueve nulo análisis.,Los planes de estudios de muchas carreras no están orientados al aprendizaje a la investigación y muchas veces se realizan las clases como teoría sin aplicación alguna donde se promueve nulo análisis.,"['planes', 'estudios', 'muchas', 'carreras', 'orientados', 'aprendizaje', 'investigación', 'muchas', 'veces', 'realizan', 'clases', 'teoría', 'aplicación', 'alguna', 'promueve', 'nulo', 'análisis']","['plan', 'estudio', 'carrera', 'orientado', 'aprendizaje', 'investigación', 'realizar', 'clase', 'teoría', 'aplicación', 'promueve', 'nulo', 'análisis']",Positivo,48.42%,2,
SEDE 1,FACULTAD 3,POSTGRADO 38,Los Postgrados y Maestrías ya no deberían dictarse vía teams ya que se requiere de experiencias y competencias que solo se aprecian en el salón de clases.,Los Postgrados y Maestrías ya no deberían dictarse vía teams ya que se requiere de experiencias y competencias que solo se aprecian en el salón de clases.,"['postgrados', 'maestrías', 'deberían', 'dictarse', 'vía', 'teams', 'requiere', 'experiencias', 'competencias', 'solo', 'aprecian', 'salón', 'clases']","['postgrado', 'maestría', 'deber', 'dictar él', 'vía', 'teams', 'requerir', 'experiencia', 'competencia', 'apreciar', 'salón', 'clás']",Positivo,51.74%,7,acceso
SEDE 8,FACULTAD 3,INGENIERIA 15,Los precios de la cafetería están altos en comparación con otros centros regionales,Los precios de la cafetería están altos en comparación con otros centros regionales,"['precios', 'cafetería', 'altos', 'comparación', 'centros', 'regionales']","['precio', 'cafeteer', 'alto', 'comparación', 'centro', 'regional']",Positivo,60.97%,5,centro
SEDE 1,FACULTAD 4,LICENCIATURA 14,"Los precios de la cafetería están perfectos, pero el alimento en si no tanto","Los precios de la cafetería están perfectos, pero el alimento en si no tanto","['precios', 'cafetería', 'perfectos', 'alimento']","['precio', 'cafeteer', 'perfecto', 'alimento']",Positivo,78.12%,0,variedad
SEDE 6,FACULTAD 1,LICENCIATURA 03,Los precios de la cafetería sean un poco más cómodos para los estudiantes,Los precios de la cafetería sean un poco más cómodos para los estudiantes,"['precios', 'cafetería', 'cómodos', 'estudiantes']","['precio', 'cafeteer', 'cómodo', 'estudiant']",Positivo,44.85%,0,variedad
SEDE 1,FACULTAD 1,LICENCIATURA 02,Los precios de las cafeterías y las máquinas expendedoras son altísimos,Los precios de las cafeterías y las máquinas expendedoras son altísimos,"['precios', 'cafeterías', 'máquinas', 'expendedoras', 'altísimos']","['precio', 'cafeterías', 'máquina', 'expendedor', 'altísir']",Positivo,70.83%,0,variedad
SEDE 1,FACULTAD 2,POSTGRADO 20,Los precios del centro de Lengua podrias ser mas accesibles o variados,Los precios del centro de Lengua podrias ser mas accesibles o variados,"['precios', 'centro', 'lengua', 'podrias', 'ser', 'mas', 'accesibles', 'variados']","['precio', 'centro', 'lengua', 'accesibl', 'variado']",Positivo,45.75%,5,centro
SEDE 6,FACULTAD 1,LICENCIATURA 04,Los precios en el cafetin super altos,Los precios en el cafetin super altos,"['precios', 'cafetin', 'super', 'altos']","['precio', 'cafetin', 'super', 'alto']",Positivo,47.00%,5,centro
SEDE 1,FACULTAD 4,LICENCIATURA 14,Los profesores aplicar métodos dinámicos para las clases.,Los profesores aplicar métodos dinámicos para las clases.,"['profesores', 'aplicar', 'métodos', 'dinámicos', 'clases']","['profesor', 'aplicar', 'método', 'dinámico', 'clase']",Positivo,56.24%,3,wifi
SEDE 1,FACULTAD 4,POSTGRADO 33,"Los profesores han sido excelentes para todas las materias, la administración deberia ir a la par de esa excelencia o perderan la reputación de la Tecnologica que buscamos los estudiantes y egresados","Los profesores han sido excelentes para todas las materias, la administración deberia ir a la par de esa excelencia o perderan la reputación de la Tecnologica que buscamos los estudiantes y egresados","['profesores', 'sido', 'excelentes', 'todas', 'materias', 'administración', 'deberia', 'par', 'excelencia', 'perderan', 'reputación', 'tecnologica', 'buscamos', 'estudiantes', 'egresados']","['profesor', 'excelente', 'materia', 'administración', 'deberio', 'par ', 'excelencia', 'perderan', 'reputación', 'tecnologico', 'buscar', 'estudiante', 'egresado']",Positivo,50.31%,1,laboratorio
SEDE 4,FACULTAD 4,LICENCIATURA 15,"Los proyectores de los salones de ---- no funcionan correctamente, presentan problemas con el cable de conexión ( problema que de nunca acabar)","Los proyectores de los salones de ---- no funcionan correctamente, presentan problemas con el cable de conexión ( problema que de nunca acabar)","['proyectores', 'salones', 'funcionan', 'correctamente', 'presentan', 'problemas', 'cable', 'conexión', 'problema', 'nunca', 'acabar']","['proyector', 'salón', 'funcionar', 'correctamente', 'presentar', 'problema', 'cable', 'conexión', 'problema', 'acabar']",Positivo,44.38%,3,wifi
SEDE 1,FACULTAD 5,INGENIERIA 23,Los proyectores dentro de las aulas constantemente se encontraban dañados los puertos de coneccion.,Los proyectores dentro de las aulas constantemente se encontraban dañados los puertos de coneccion.,"['proyectores', 'dentro', 'aulas', 'constantemente', 'encontraban', 'dañados', 'puertos', 'coneccion']","['proyector', 'aula', 'constantemente', 'encontrar', 'dañado', 'puerto', 'coneccion']",Positivo,78.12%,4,
SEDE 1,FACULTAD 5,LICENCIATURA 21,"Los proyectores en las aulas de clase tienen los puertos VGA o HDMI defectuosos o el mismo proyector no nos funciona, y tenemos que recurrir a otros métodos para poder concluir nuestras presentaciones","Los proyectores en las aulas de clase tienen los puertos VGA o HDMI defectuosos o el mismo proyector no nos funciona, y tenemos que recurrir a otros métodos para poder concluir nuestras presentaciones","['proyectores', 'aulas', 'clase', 'puertos', 'vga', 'hdmi', 'defectuosos', 'mismo', 'proyector', 'funciona', 'recurrir', 'métodos', 'poder', 'concluir', 'presentaciones']","['proyector', 'aula', 'clase', 'puerto', 'vga', 'hdmi', 'defectuoso', 'proyector', 'funcionar', 'recurrir', 'método', 'concluir', 'presentación']",Positivo,60.73%,4,
SEDE 1,FACULTAD 3,LICENCIATURA 09,Los puertos de conexión de los proyectores aveces no funciona bien.,Los puertos de conexión de los proyectores aveces no funciona bien.,"['puertos', 'conexión', 'proyectores', 'aveces', 'funciona', 'bien']","['puerto', 'conexión', 'proyector', 'avez', 'funcionar']",Positivo,35.22%,3,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 11,los salones de cómputos no cuentan con capacidad para salones grabdes,los salones de cómputos no cuentan con capacidad para salones grabdes,"['salones', 'cómputos', 'cuentan', 'capacidad', 'salones', 'grabdes']","['salón', 'cómputo', 'contar', 'capacidad', 'salón', 'grabd']",Positivo,70.81%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 04,Los salones de estudio de la parte de arriba son reducidos,Los salones de estudio de la parte de arriba son reducidos,"['salones', 'estudio', 'parte', 'arriba', 'reducidos']","['salón', 'estudio', 'reducido']",Positivo,56.25%,6,estudio
SEDE 1,FACULTAD 1,LICENCIATURA 01,Los salones de estudio están muy lejos de los edificios de clases y si llueve es aún más complicado llegar.,Los salones de estudio están muy lejos de los edificios de clases y si llueve es aún más complicado llegar.,"['salones', 'estudio', 'lejos', 'edificios', 'clases', 'llueve', 'aún', 'complicado', 'llegar']","['salón', 'estudio', 'lejos', 'edificio', 'clás', 'llover', 'complicado', 'llegar']",Positivo,42.63%,3,wifi
SEDE 1,FACULTAD 4,INGENIERIA 17,Los salones de laboratorio de sontanos son muy pequeños y se tuvo q buscar otros salones,Los salones de laboratorio de sontanos son muy pequeños y se tuvo q buscar otros salones,"['salones', 'laboratorio', 'sontanos', 'pequeños', 'buscar', 'salones']","['salón', 'laboratorio', 'sontano', 'pequeño', 'buscar', 'salón']",Positivo,37.50%,6,estudio
SEDE 1,FACULTAD 1,LICENCIATURA 03,Los salones de laboratorio no tiene los materiales o los químicos que se necesita para impartir las clases.,Los salones de laboratorio no tiene los materiales o los químicos que se necesita para impartir las clases.,"['salones', 'laboratorio', 'materiales', 'químicos', 'necesita', 'impartir', 'clases']","['salón', 'laboratorio', 'material', 'químico', 'necesitar', 'impartir', 'clase']",Positivo,78.12%,1,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,"Los salones de laboratorio, especialmente las sillas","Los salones de laboratorio, especialmente las sillas","['salones', 'laboratorio', 'especialmente', 'sillas']","['salón', 'laboratorio', 'especialmente', 'silla']",Positivo,70.81%,1,laboratorio
SEDE 7,FACULTAD 5,LICENCIATURA 21,"Los salones del pabellón A, son calurosos y poco espaciosos, los vuelve incómodos","Los salones del pabellón A, son calurosos y poco espaciosos, los vuelve incómodos","['salones', 'pabellón', 'calurosos', 'espaciosos', 'vuelve', 'incómodos']","['salón', 'pabellón', 'caluroso', 'espacioso', 'volver', 'incómodo']",Positivo,12.50%,0,variedad
SEDE 6,FACULTAD 1,INGENIERIA 04,"Los salones habilitados como sala de estudio, en su mayoría al acceder se encuentran sin ventilación y en varias ocasiones tuve que permanecer ahi, ya que en otros lugares hay gran ruido.","Los salones habilitados como sala de estudio, en su mayoría al acceder se encuentran sin ventilación y en varias ocasiones tuve que permanecer ahi, ya que en otros lugares hay gran ruido.","['salones', 'habilitados', 'sala', 'estudio', 'mayoría', 'acceder', 'encuentran', 'ventilación', 'varias', 'ocasiones', 'permanecer', 'ahi', 'lugares', 'gran', 'ruido']","['salón', 'habilitado', 'sala', 'estudio', 'mayoría', 'acceder', 'encontrar', 'ventilación', 'ocasión', 'permanecer', 'lugar', 'ruido']",Positivo,43.86%,4,
SEDE 6,FACULTAD 5,LICENCIATURA 27,"Los salones se llenan de agua en las lluvias, salón de conferencias precisamente. Y justo encima de un tomacorriente y sobre el aire acondicionado","Los salones se llenan de agua en las lluvias, salón de conferencias precisamente. Y justo encima de un tomacorriente y sobre el aire acondicionado","['salones', 'llenan', 'agua', 'lluvias', 'salón', 'conferencias', 'precisamente', 'justo', 'encima', 'tomacorriente', 'aire', 'acondicionado']","['salón', 'llenar', 'agua', 'lluvia', 'salón', 'conferencia', 'precisamente', 'justo', 'tomacorriente', 'aire', 'acondicionado']",Positivo,56.24%,1,laboratorio
SEDE 6,FACULTAD 1,LICENCIATURA 04,Los salones son bastante anticuados y la climatizacion es ineficiente,Los salones son bastante anticuados y la climatizacion es ineficiente,"['salones', 'bastante', 'anticuados', 'climatizacion', 'ineficiente']","['salón', 'anticuado', 'climatizacion', 'ineficiente']",Positivo,12.50%,0,variedad
SEDE 4,FACULTAD 3,INGENIERIA 15,Los sanitarios muy poco le dan el aseo que es necesario,Los sanitarios muy poco le dan el aseo que es necesario,"['sanitarios', 'dan', 'aseo', 'necesario']","['sanitario', 'aseo', 'necesario']",Positivo,56.21%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 09,"Los servicioa de secretaria academica son excelente, sin embargo si 1 vez al mes extienden el horario para atenciones a estudiantes de la noche sería excelente.","Los servicioa de secretaria academica son excelente, sin embargo si 1 vez al mes extienden el horario para atenciones a estudiantes de la noche sería excelente.","['servicioa', 'secretaria', 'academica', 'excelente', 'embargo', 'vez', 'mes', 'extienden', 'horario', 'atenciones', 'estudiantes', 'noche', 'excelente']","['servicioa', 'secretario', 'academico', 'excelente', 'mes', 'extiendar', 'horario', 'atención', 'estudiant', 'noche', 'excelente']",Positivo,55.06%,7,acceso
SEDE 6,FACULTAD 3,INGENIERIA 15,"Los servicios casi nunca estaban limpios, y estoy al tanto de que muchas veces es culpa de los estudiantes por no ser aseados pero igualmente casi nunca había agua en los servicios para bajar la caden","Los servicios casi nunca estaban limpios, y estoy al tanto de que muchas veces es culpa de los estudiantes por no ser aseados pero igualmente casi nunca había agua en los servicios para bajar la caden","['servicios', 'casi', 'nunca', 'limpios', 'muchas', 'veces', 'culpa', 'estudiantes', 'ser', 'aseados', 'igualmente', 'casi', 'nunca', 'agua', 'servicios', 'bajar', 'caden']","['servicio', 'limpio', 'culpar', 'estudiante', 'asear', 'igualmente', 'agua', 'servicio', 'bajar', 'caden']",Positivo,61.39%,1,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 10,"Los servicios de cafetería no me gustan, ya que, en todos los edificios no se cuenta con este","Los servicios de cafetería no me gustan, ya que, en todos los edificios no se cuenta con este","['servicios', 'cafetería', 'gustan', 'edificios', 'cuenta']","['servicio', 'cafetería', 'gustar', 'edificio']",Positivo,42.20%,1,laboratorio
SEDE 1,FACULTAD 4,INGENIERIA 21,Los servicios de cafeterías deberían permanecer abiertos más tarde,Los servicios de cafeterías deberían permanecer abiertos más tarde,"['servicios', 'cafeterías', 'deberían', 'permanecer', 'abiertos', 'tarde']","['servicio', 'cafeterías', 'deber', 'permanecer', 'abierto']",Positivo,78.11%,7,acceso
SEDE 8,FACULTAD 1,INGENIERIA 01,"Los servicios de fotocopiado, ya que solo imprimen 1 o 2 páginas. Eso no es suficiente por lo que se necesita un centro de fotocopiado y servicios similares","Los servicios de fotocopiado, ya que solo imprimen 1 o 2 páginas. Eso no es suficiente por lo que se necesita un centro de fotocopiado y servicios similares","['servicios', 'fotocopiado', 'solo', 'imprimen', 'páginas', 'suficiente', 'necesita', 'centro', 'fotocopiado', 'servicios', 'similares']","['servicio', 'fotocopiado', 'imprimen', 'página', 'suficiente', 'necesitar', 'centro', 'fotocopiado', 'servicio', 'similar']",Positivo,89.05%,1,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 14,Los talleres no cuentan con la herramientas adecuadas para abarcar lo necesario.,Los talleres no cuentan con la herramientas adecuadas para abarcar lo necesario.,"['talleres', 'cuentan', 'herramientas', 'adecuadas', 'abarcar', 'necesario']","['taller', 'contar', 'herramienta', 'adecuado', 'abarcar', 'necesario']",Positivo,85.40%,1,laboratorio
SEDE 6,FACULTAD 4,LICENCIATURA 15,Los talleres quedan muy cerca de los salones y el ruido no permite concentración.,Los talleres quedan muy cerca de los salones y el ruido no permite concentración.,"['talleres', 'quedan', 'cerca', 'salones', 'ruido', 'permite', 'concentración']","['taller', 'quedar', 'cerca', 'salón', 'ruido', 'permitir', 'concentración']",Positivo,39.27%,1,laboratorio
SEDE 1,FACULTAD 1,LICENCIATURA 04,Los talleres y laboratorios no cuentan con las herramientas necesarias para la realización de los mismos.,Los talleres y laboratorios no cuentan con las herramientas necesarias para la realización de los mismos.,"['talleres', 'laboratorios', 'cuentan', 'herramientas', 'necesarias', 'realización', 'mismos']","['taller', 'laboratorio', 'contar', 'herramienta', 'necesario', 'realización']",Positivo,85.41%,1,laboratorio
SEDE 6,FACULTAD 1,INGENIERIA 01,"Lugares adecuados para estudiar, que tengan espacio y que sean tranquilos","Lugares adecuados para estudiar, que tengan espacio y que sean tranquilos","['lugares', 'adecuados', 'estudiar', 'espacio', 'tranquilos']","['lugar', 'adecuado', 'estudiar', 'espacio', 'tranquilo']",Positivo,59.95%,6,estudio
SEDE 1,FACULTAD 4,INGENIERIA 17,"lugares de descanso, aparte de los parque y bancas al aire libre porque afuera hace mucho sol o esta lloviendo. seria mejor un lugar de descanso con aire y sillas cómodas para descansar.","lugares de descanso, aparte de los parque y bancas al aire libre porque afuera hace mucho sol o esta lloviendo. seria mejor un lugar de descanso con aire y sillas cómodas para descansar.","['lugares', 'descanso', 'aparte', 'parque', 'bancas', 'aire', 'libre', 'afuera', 'hace', 'sol', 'lloviendo', 'seria', 'mejor', 'lugar', 'descanso', 'aire', 'sillas', 'cómodas', 'descansar']","['lugar', 'descanso', 'aparte', 'parque', 'banca', 'aire', 'libre', 'afuero', 'sol', 'llover', 'serio', 'lugar', 'descanso', 'aire', 'silla', 'cómodo', 'descansar']",Positivo,92.70%,6,estudio
SEDE 1,FACULTAD 5,INGENIERIA 25,"Lugares de es estudio. Necesitamos un espacio para nosotros, dónde nos sintamos cómodos.","Lugares de es estudio. Necesitamos un espacio para nosotros, dónde nos sintamos cómodos.","['lugares', 'estudio', 'necesitamos', 'espacio', 'dónde', 'sintamos', 'cómodos']","['lugar', 'estudio', 'necesitar', 'espacio', 'sintamos', 'cómodo']",Positivo,85.41%,6,estudio
