SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 6,FACULTAD 3,LICENCIATURA 08,Implementar más equipos a infoplaza aunque cobren por los servicios,Implementar más equipos a infoplaza aunque cobren por los servicios,"['implementar', 'equipos', 'infoplaza', 'aunque', 'cobren', 'servicios']","['implementar', 'equipo', 'infoplazar', 'cobrir', 'servicio']",Neutral,46.78%,7,
SEDE 2,FACULTAD 6,INGENIERIA 27,Implementar más proyectos en base a la carrera.,Implementar más proyectos en base a la carrera.,"['implementar', 'proyectos', 'base', 'carrera']","['implementar', 'proyecto', 'base', 'carrero']",Neutral,78.11%,6,
SEDE 1,FACULTAD 4,INGENIERIA 20,Implementar más velocidad en los WiFi’s de la uta. Mayor rango o mayor velocidad.,Implementar más velocidad en los WiFi’s de la uta. Mayor rango o mayor velocidad.,"['implementar', 'velocidad', 'wifi’s', 'uta', 'mayor', 'rango', 'mayor', 'velocidad']","['implementar', 'velocidad', 'wifi’s', 'uta', 'rango', 'velocidad']",Neutral,53.12%,2,
SEDE 6,FACULTAD 3,LICENCIATURA 08,Implementar mejor equipo de laboratorio,Implementar mejor equipo de laboratorio,"['implementar', 'mejor', 'equipo', 'laboratorio']","['implementar', 'equipo', 'laboratorio']",Neutral,54.13%,4,laboratorio
SEDE 6,FACULTAD 1,INGENIERIA 01,Implementar mejoras en la red wifi.,Implementar mejoras en la red wifi.,"['implementar', 'mejoras', 'red', 'wifi']","['implementar', 'mejora', 'red', 'wifi']",Neutral,62.47%,5,wifi
SEDE 1,FACULTAD 3,LICENCIATURA 08,Implementar mejoras en todas las áreas que no está de más,Implementar mejoras en todas las áreas que no está de más,"['implementar', 'mejoras', 'todas', 'áreas']","['implementar', 'mejora', 'área']",Neutral,48.63%,5,wifi
SEDE 4,FACULTAD 3,LICENCIATURA 08,Implementar nuevas áreas de receso y estudio,Implementar nuevas áreas de receso y estudio,"['implementar', 'nuevas', 'áreas', 'receso', 'estudio']","['implementar', 'área', 'receso', 'estudio']",Neutral,54.49%,7,
SEDE 4,FACULTAD 2,TÉCNICO 05,Implementar nuevos equipos en los laboratorios,Implementar nuevos equipos en los laboratorios,"['implementar', 'nuevos', 'equipos', 'laboratorios']","['implementar', 'equipo', 'laboratorio']",Neutral,54.13%,4,laboratorio
SEDE 4,FACULTAD 3,INGENIERIA 15,Implementar un menú estudiantil más variado y económico,Implementar un menú estudiantil más variado y económico,"['implementar', 'menú', 'estudiantil', 'variado', 'económico']","['implementar', 'menú', 'estudiantil', 'variado', 'económico']",Neutral,52.09%,1,comida
SEDE 1,FACULTAD 1,INGENIERIA 06,Implementar una mejor velocidad de Internet,Implementar una mejor velocidad de Internet,"['implementar', 'mejor', 'velocidad', 'internet']","['implementar', 'velocidad', 'internet']",Neutral,28.12%,2,
SEDE 5,FACULTAD 3,INGENIERIA 15,Implementar y mantener nuevos equipos en los baños.,Implementar y mantener nuevos equipos en los baños.,"['implementar', 'mantener', 'nuevos', 'equipos', 'baños']","['implementar', 'mantener', 'equipo', 'baño']",Neutral,42.49%,5,wifi
SEDE 8,FACULTAD 1,LICENCIATURA 03,Incentivar con programas de becas a estudiantes sobresalientes para que puedan cursar estudios superiores en el exterior y puedan aportar valiosos conocimientos tras su regreso a la Institución.,Incentivar con programas de becas a estudiantes sobresalientes para que puedan cursar estudios superiores en el exterior y puedan aportar valiosos conocimientos tras su regreso a la Institución.,"['incentivar', 'programas', 'becas', 'estudiantes', 'sobresalientes', 'puedan', 'cursar', 'estudios', 'superiores', 'exterior', 'puedan', 'aportar', 'valiosos', 'conocimientos', 'tras', 'regreso', 'institución']","['incentivar', 'programa', 'beca', 'estudiant', 'sobresaliente', 'poder', 'cursar', 'estudio', 'superior', 'exterior', 'poder', 'aportar', 'valioso', 'conocimiento', 'regreso', 'institución']",Neutral,46.47%,3,
SEDE 1,FACULTAD 5,POSTGRADO 10,Incentivar mas a material practico/teoría laboratorios actualizados en cuanto a lo que existe en los mercados actuales,Incentivar mas a material practico/teoría laboratorios actualizados en cuanto a lo que existe en los mercados actuales,"['incentivar', 'mas', 'material', 'practico', 'teoría', 'laboratorios', 'actualizados', 'cuanto', 'existe', 'mercados', 'actuales']","['incentivar', 'material', 'practico', 'teoría', 'laboratorio', 'actualizado', 'mercado', 'actual']",Neutral,68.75%,4,laboratorio
SEDE 7,FACULTAD 1,LICENCIATURA 02,Incluir más variedad de comida en la cafetería,Incluir más variedad de comida en la cafetería,"['incluir', 'variedad', 'comida', 'cafetería']","['incluir', 'variedad', 'comida', 'cafetería']",Neutral,62.50%,1,comida
SEDE 1,FACULTAD 3,LICENCIATURA 10,Incluir revistas sobre negocios y mercadeo.,Incluir revistas sobre negocios y mercadeo.,"['incluir', 'revistas', 'negocios', 'mercadeo']","['incluir', 'revista', 'negocios', 'mercadeo']",Neutral,56.25%,3,
SEDE 4,FACULTAD 3,LICENCIATURA 10,Incluir un área techada donde se pueda realizar actividades físicas de manera voluntaria,Incluir un área techada donde se pueda realizar actividades físicas de manera voluntaria,"['incluir', 'área', 'techada', 'pueda', 'realizar', 'actividades', 'físicas', 'manera', 'voluntaria']","['incluir', 'área', 'techado', 'actividad', 'físico', 'voluntario']",Neutral,68.68%,6,
SEDE 1,FACULTAD 5,LICENCIATURA 23,Inconveniente en la materia de matem[atica porque la plataforma me retió la materia sin aviso ni antelación,Inconveniente en la materia de matem[atica porque la plataforma me retió la materia sin aviso ni antelación,"['inconveniente', 'materia', 'matem', 'atica', 'plataforma', 'retió', 'materia', 'aviso', 'antelación']","['inconveniente', 'materia', 'matem', 'atico', 'plataforma', 'reteír', 'materia', 'aviso', 'antelación']",Neutral,78.12%,3,
SEDE 1,FACULTAD 2,POSTGRADO 20,Incorporar mayores referencias de libros relacionados a las asignaturas.,Incorporar mayores referencias de libros relacionados a las asignaturas.,"['incorporar', 'mayores', 'referencias', 'libros', 'relacionados', 'asignaturas']","['incorporar', 'mayor', 'referencia', 'libro', 'relacionado', 'asignatura']",Neutral,53.12%,6,
SEDE 1,FACULTAD 1,INGENIERIA 01,Incrementar los escritorios y sillas en el área de la biblioteca.,Incrementar los escritorios y sillas en el área de la biblioteca.,"['incrementar', 'escritorios', 'sillas', 'área', 'biblioteca']","['incrementar', 'escritorio', 'silla', 'área', 'biblioteco']",Neutral,78.11%,7,
SEDE 1,FACULTAD 5,LICENCIATURA 21,Indicar un horario de limpieza de baños.,Indicar un horario de limpieza de baños.,"['indicar', 'horario', 'limpieza', 'baños']","['indicar', 'horario', 'limpieza', 'baño']",Neutral,42.61%,0,
SEDE 1,FACULTAD 1,INGENIERIA 04,Ineficiencia del uso de la internet en la universidad,Ineficiencia del uso de la internet en la universidad,"['ineficiencia', 'uso', 'internet', 'universidad']","['ineficiencio', 'internet', 'universidad']",Neutral,70.81%,5,wifi
SEDE 6,FACULTAD 4,LICENCIATURA 14,Inexistentes equipo de informática como proyectores,Inexistentes equipo de informática como proyectores,"['inexistentes', 'equipo', 'informática', 'proyectores']","['inexistente', 'equipo', 'informáticar', 'proyector']",Neutral,78.12%,4,laboratorio
SEDE 1,FACULTAD 3,INGENIERIA 15,"Informacion detallada a los estudiantes respecto a los trabajos de graduacion, ya que no se imparte alguna materia especi----a para el conocimiento de las opciones y cuales escojer","Informacion detallada a los estudiantes respecto a los trabajos de graduacion, ya que no se imparte alguna materia especi----a para el conocimiento de las opciones y cuales escojer","['informacion', 'detallada', 'estudiantes', 'respecto', 'trabajos', 'graduacion', 'imparte', 'alguna', 'materia', 'especia', 'conocimiento', 'opciones', 'cuales', 'escojer']","['informacion', 'detallado', 'estudiante', 'trabajo', 'graduacion', 'imparte', 'materia', 'especia', 'conocimiento', 'opción', 'escojer']",Neutral,47.89%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 12,"Informacion sobre los laboratorios, libres para realizar tareas","Informacion sobre los laboratorios, libres para realizar tareas","['informacion', 'laboratorios', 'libres', 'realizar', 'tareas']","['informacion', 'laboratorio', 'libre', 'tarea']",Neutral,38.82%,3,
SEDE 1,FACULTAD 5,INGENIERIA 25,Informar mejor los procesos de matrícula,Informar mejor los procesos de matrícula,"['informar', 'mejor', 'procesos', 'matrícula']","['informar', 'proceso', 'matrículo']",Neutral,50.71%,2,
SEDE 1,FACULTAD 3,INGENIERIA 15,"Informar para formar parte de equipos de la UTP fútbol, entre otros","Informar para formar parte de equipos de la UTP fútbol, entre otros","['informar', 'formar', 'parte', 'equipos', 'utp', 'fútbol']","['informar', 'formar', 'equipo', 'utp', 'fútbol']",Neutral,62.50%,6,
SEDE 1,FACULTAD 6,LICENCIATURA 24,informar sobre actividades que se realizaran en el edificio,informar sobre actividades que se realizaran en el edificio,"['informar', 'actividades', 'realizaran', 'edificio']","['informar', 'actividad', 'realizarar', 'edificio']",Neutral,52.90%,6,
SEDE 7,FACULTAD 6,LICENCIATURA 24,"Infraestructura( aulas, estacionamientos, luminarias,etc","Infraestructura( aulas, estacionamientos, luminarias,etc","['infraestructura', 'aulas', 'estacionamientos', 'luminarias', 'etc']","['infraestructura', 'aula', 'estacionamiento', 'luminaria', 'etc']",Neutral,45.16%,0,
SEDE 6,FACULTAD 3,INGENIERIA 15,"Infraestructura, reparaciones y ruidos perjudican la concentracion de los estudiantes","Infraestructura, reparaciones y ruidos perjudican la concentracion de los estudiantes","['infraestructura', 'reparaciones', 'ruidos', 'perjudican', 'concentracion', 'estudiantes']","['infraestructura', 'reparación', 'ruido', 'perjudicar', 'concentracion', 'estudiante']",Neutral,49.00%,6,
SEDE 1,FACULTAD 5,INGENIERIA 23,Iniciar sesion cada vez que se conecta el wifi resulta incomodo,Iniciar sesion cada vez que se conecta el wifi resulta incomodo,"['iniciar', 'sesion', 'cada', 'vez', 'conecta', 'wifi', 'resulta', 'incomodo']","['iniciar', 'sesion', 'conecta', 'wifi', 'resultar', 'incomodo']",Neutral,70.83%,5,wifi
SEDE 6,FACULTAD 4,LICENCIATURA 14,Innovar con equipos de última generación el tallerbde ---- y mayor apoyo de la universidad a la facultad de ---- automotriz,Innovar con equipos de última generación el tallerbde ---- y mayor apoyo de la universidad a la facultad de ---- automotriz,"['innovar', 'equipos', 'última', 'generación', 'tallerbde', 'mayor', 'apoyo', 'universidad', 'facultad', 'automotriz']","['innovar', 'equipo', 'generación', 'tallerbde', 'apoyo', 'universidad', 'facultad', 'automotriz']",Neutral,46.06%,6,
SEDE 2,FACULTAD 2,TÉCNICO 05,Innovar herramientas y equipos de laboratorios,Innovar herramientas y equipos de laboratorios,"['innovar', 'herramientas', 'equipos', 'laboratorios']","['innovar', 'herramienta', 'equipo', 'laboratorio']",Neutral,78.12%,4,laboratorio
SEDE 1,FACULTAD 3,LICENCIATURA 08,Instalaciones donde se pueda tener acceso para internet y fotocopias e impresiones.,Instalaciones donde se pueda tener acceso para internet y fotocopias e impresiones.,"['instalaciones', 'pueda', 'tener', 'acceso', 'internet', 'fotocopias', 'impresiones']","['instalación', 'acceso', 'internet', 'fotocopia', 'impresión']",Neutral,50.01%,7,
SEDE 1,FACULTAD 1,INGENIERIA 04,Instalar mas salidas ----s en salones y espacios de estudios para que los estudiantes puedan cargar sus dispositivos. Las actuales siempre están ocupadas.,Instalar mas salidas ----s en salones y espacios de estudios para que los estudiantes puedan cargar sus dispositivos. Las actuales siempre están ocupadas.,"['instalar', 'mas', 'salidas', 'salones', 'espacios', 'estudios', 'estudiantes', 'puedan', 'cargar', 'dispositivos', 'actuales', 'siempre', 'ocupadas']","['instalar', 'salida', 'salón', 'espacio', 'estudio', 'estudiant', 'poder', 'cargar', 'dispositivo', 'actual', 'ocupado']",Neutral,36.61%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 08,Instalar mejores servicio de Internet,Instalar mejores servicio de Internet,"['instalar', 'mejores', 'servicio', 'internet']","['instalar', 'mejor', 'servicio', 'internet']",Neutral,78.11%,4,laboratorio
SEDE 1,FACULTAD 2,INGENIERIA 08,Instrumentos de laboratorios de conversion en su mayoría dañados,Instrumentos de laboratorios de conversion en su mayoría dañados,"['instrumentos', 'laboratorios', 'conversion', 'mayoría', 'dañados']","['instrumento', 'laboratorio', 'conversion', 'mayoría', 'dañado']",Neutral,62.49%,4,laboratorio
SEDE 6,FACULTAD 5,INGENIERIA 25,Intentar variar un poco las bebidas en la cafetería en opciones que sean un poco mas saludables.,Intentar variar un poco las bebidas en la cafetería en opciones que sean un poco mas saludables.,"['intentar', 'variar', 'bebidas', 'cafetería', 'opciones', 'mas', 'saludables']","['intentar', 'variar', 'bebida', 'cafeteer', 'opción', 'saludable']",Neutral,68.14%,1,comida
SEDE 1,FACULTAD 3,LICENCIATURA 10,"Internet de mayor velocidad, urgéntemente","Internet de mayor velocidad, urgéntemente","['internet', 'mayor', 'velocidad', 'urgéntemente']","['internet', 'velocidad', 'urgéntemente']",Neutral,37.50%,2,
SEDE 1,FACULTAD 4,INGENIERIA 21,Internet en todo el campus y no solo en los edificios.,Internet en todo el campus y no solo en los edificios.,"['internet', 'campus', 'solo', 'edificios']","['internet', 'campus', 'edificio']",Neutral,78.12%,5,wifi
SEDE 7,FACULTAD 5,LICENCIATURA 22,Internet enfrente de los lab nunca funciono,Internet enfrente de los lab nunca funciono,"['internet', 'enfrente', 'lab', 'nunca', 'funciono']","['internet', 'lab', 'funciono']",Neutral,37.50%,6,
SEDE 1,FACULTAD 3,INGENIERIA 16,Internet entre mas pronto mejor,Internet entre mas pronto mejor,"['internet', 'mas', 'pronto', 'mejor']",['internet'],Neutral,56.24%,5,wifi
SEDE 1,FACULTAD 5,INGENIERIA 25,Internet la gran mayoría de los días se cae y no funciona correctamente,Internet la gran mayoría de los días se cae y no funciona correctamente,"['internet', 'gran', 'mayoría', 'días', 'cae', 'funciona', 'correctamente']","['internet', 'mayoría', 'caer', 'funcionar', 'correctamente']",Neutral,48.04%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 27,Internet mas rapido y estable,Internet mas rapido y estable,"['internet', 'mas', 'rapido', 'estable']","['internet', 'rapido', 'estable']",Neutral,28.13%,2,
SEDE 1,FACULTAD 4,LICENCIATURA 14,"Internet mas seguro, rapido y estable","Internet mas seguro, rapido y estable","['internet', 'mas', 'seguro', 'rapido', 'estable']","['internet', 'seguro', 'rapido', 'estable']",Neutral,42.48%,3,
SEDE 1,FACULTAD 4,LICENCIATURA 16,Internet no es tan bueno en la sede de howard,Internet no es tan bueno en la sede de howard,"['internet', 'tan', 'bueno', 'sede', 'howard']","['internet', 'sede', 'howard']",Neutral,53.10%,2,
SEDE 1,FACULTAD 5,INGENIERIA 25,"Internet se desconecta y no tiene la capacidad, intentar starlink?","Internet se desconecta y no tiene la capacidad, intentar starlink?","['internet', 'desconecta', 'capacidad', 'intentar', 'starlink']","['internet', 'desconectar', 'capacidad', 'intentar', 'starlink ']",Neutral,53.12%,4,laboratorio
SEDE 1,FACULTAD 5,INGENIERIA 25,Internet un poco más rápido Y activar la ayuda económica de pasaje,Internet un poco más rápido Y activar la ayuda económica de pasaje,"['internet', 'rápido', 'activar', 'ayuda', 'económica', 'pasaje']","['internet', 'rápido', 'activar', 'ayuda', 'económico', 'pasaje']",Neutral,39.90%,3,
SEDE 5,FACULTAD 1,LICENCIATURA 03,Internet wifi mas velocidad,Internet wifi mas velocidad,"['internet', 'wifi', 'mas', 'velocidad']","['internet', 'wifi', 'velocidad']",Neutral,53.11%,5,wifi
SEDE 1,FACULTAD 1,INGENIERIA 01,internet wifi poca velocidad en muchas ocasiones,internet wifi poca velocidad en muchas ocasiones,"['internet', 'wifi', 'poca', 'velocidad', 'muchas', 'ocasiones']","['internet', 'wifi', 'velocidad', 'ocasión']",Neutral,62.36%,5,wifi
SEDE 5,FACULTAD 5,LICENCIATURA 22,"Internet, mejorar acceso a la playaforma y  punto de acceso y ancho de banda","Internet, mejorar acceso a la playaforma y  punto de acceso y ancho de banda","['internet', 'mejorar', 'acceso', 'playaforma', 'punto', 'acceso', 'ancho', 'banda']","['internet', 'mejorar', 'acceso', 'playaformar', 'punto', 'acceso', 'ancho', 'banda']",Neutral,68.27%,4,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 23,"internet, mejorarlos en los laboratorios y aulas","internet, mejorarlos en los laboratorios y aulas","['internet', 'mejorarlos', 'laboratorios', 'aulas']","['internet', 'mejorarlo', 'laboratorio', 'aula']",Neutral,46.23%,5,wifi
SEDE 1,FACULTAD 4,INGENIERIA 19,"Introducir equipos de mayor uso en la actualidad, brindar laboratorios afines a las respectivas Carreras.","Introducir equipos de mayor uso en la actualidad, brindar laboratorios afines a las respectivas Carreras.","['introducir', 'equipos', 'mayor', 'uso', 'actualidad', 'brindar', 'laboratorios', 'afines', 'respectivas', 'carreras']","['introducir', 'equipo', 'actualidad', 'brindar', 'laboratorio', 'afín', 'respectivo', 'carrera']",Neutral,59.73%,4,laboratorio
SEDE 7,FACULTAD 6,LICENCIATURA 24,"Introducir fuentes mas variadas y saludables de alimentos, como ensaladas de frutas","Introducir fuentes mas variadas y saludables de alimentos, como ensaladas de frutas","['introducir', 'fuentes', 'mas', 'variadas', 'saludables', 'alimentos', 'ensaladas', 'frutas']","['introducir', 'fuente', 'variado', 'saludable', 'alimento', 'ensalada', 'fruta']",Neutral,62.95%,1,comida
SEDE 1,FACULTAD 4,INGENIERIA 17,Inversión en equipos de laboratorios en la facultad de ----,Inversión en equipos de laboratorios en la facultad de ----,"['inversión', 'equipos', 'laboratorios', 'facultad']","['inversión', 'equipo', 'laboratorio', 'facultad']",Neutral,78.12%,4,laboratorio
SEDE 7,FACULTAD 3,LICENCIATURA 08,"Invertir en equipo de proyección ya que las clases se imparten de manera más rápida por este medio, se logra abarcar más información.","Invertir en equipo de proyección ya que las clases se imparten de manera más rápida por este medio, se logra abarcar más información.","['invertir', 'equipo', 'proyección', 'clases', 'imparten', 'manera', 'rápida', 'medio', 'logra', 'abarcar', 'información']","['invertir', 'equipo', 'proyección', 'clás', 'impartir', 'rápido', 'logra', 'abarcar', 'información']",Neutral,35.42%,4,laboratorio
SEDE 8,FACULTAD 1,INGENIERIA 01,Invertir en mejor internet para estudiantes,Invertir en mejor internet para estudiantes,"['invertir', 'mejor', 'internet', 'estudiantes']","['invertir', 'internet', 'estudiant']",Neutral,53.12%,4,laboratorio
SEDE 5,FACULTAD 3,INGENIERIA 15,Invertir en un centro de copiado en el que se de un retorno de la inversión por medio de las copias que paguen los estudiantes a 0.03.,Invertir en un centro de copiado en el que se de un retorno de la inversión por medio de las copias que paguen los estudiantes a 0.03.,"['invertir', 'centro', 'copiado', 'retorno', 'inversión', 'medio', 'copias', 'paguen', 'estudiantes']","['invertir', 'centro', 'copiado', 'retorno', 'inversión', 'copia', 'pagar', 'estudiant']",Neutral,41.65%,7,
SEDE 1,FACULTAD 5,INGENIERIA 23,Invertir en un mejor WiFi institucional.,Invertir en un mejor WiFi institucional.,"['invertir', 'mejor', 'wifi', 'institucional']","['invertir', 'wifi', 'institucional']",Neutral,45.15%,5,wifi
SEDE 6,FACULTAD 1,LICENCIATURA 05,La aceras con techo para que los estudiantes no se mojen,La aceras con techo para que los estudiantes no se mojen,"['aceras', 'techo', 'estudiantes', 'mojen']","['acera', 'techo', 'estudiantes', 'mojen']",Neutral,70.83%,5,wifi
SEDE 1,FACULTAD 5,LICENCIATURA 23,"la atencion a los reclamos de parte de los estudiantes es totalmente nula, ignoran todas las solicitudes de ayuda que se realizan.","la atencion a los reclamos de parte de los estudiantes es totalmente nula, ignoran todas las solicitudes de ayuda que se realizan.","['atencion', 'reclamos', 'parte', 'estudiantes', 'totalmente', 'nula', 'ignoran', 'todas', 'solicitudes', 'ayuda', 'realizan']","['atencion', 'reclamos', 'estudiante', 'totalmente', 'nulo', 'ignorar', 'solicitud', 'ayuda', 'realizar']",Neutral,48.95%,3,
SEDE 1,FACULTAD 3,LICENCIATURA 12,la atención de ciertos administrativos en secretaría general,la atención de ciertos administrativos en secretaría general,"['atención', 'ciertos', 'administrativos', 'secretaría', 'general']","['atención', 'administrativo', 'secretacer', 'general']",Neutral,82.49%,0,
SEDE 3,FACULTAD 1,LICENCIATURA 04,La atención de coordinación de la facultad de Ingeniería ----,La atención de coordinación de la facultad de Ingeniería ----,"['atención', 'coordinación', 'facultad', 'ingeniería']","['atención', 'coordinación', 'facultad', 'ingeniería']",Neutral,38.38%,0,
SEDE 8,FACULTAD 1,INGENIERIA 01,La atención en algunos momentos no ha sido oportuna,La atención en algunos momentos no ha sido oportuna,"['atención', 'momentos', 'sido', 'oportuna']","['atención', 'momento', 'oportuna']",Neutral,37.50%,0,
SEDE 2,FACULTAD 3,LICENCIATURA 10,La atencion en secretaria academica para ayudar casos especiales o haces cambios de sede no es la mas facil,La atencion en secretaria academica para ayudar casos especiales o haces cambios de sede no es la mas facil,"['atencion', 'secretaria', 'academica', 'ayudar', 'casos', 'especiales', 'haces', 'cambios', 'sede', 'mas', 'facil']","['atencion', 'secretaria', 'academico', 'ayudar', 'caso', 'especial', 'cambio', 'sede', 'facil']",Neutral,37.70%,6,
SEDE 1,FACULTAD 1,INGENIERIA 04,La Atención médica debe estar disponible en todo momento,La Atención médica debe estar disponible en todo momento,"['atención', 'médica', 'debe', 'disponible', 'momento']","['atención', 'médico', 'disponible', 'momento']",Neutral,48.71%,2,
SEDE 1,FACULTAD 1,INGENIERIA 01,la atención médica debe ser inmediata,la atención médica debe ser inmediata,"['atención', 'médica', 'debe', 'ser', 'inmediata']","['atención', 'médico', 'inmediato']",Neutral,56.25%,0,
SEDE 1,FACULTAD 3,POSTGRADO 24,la atención o información solicitada cordialmente.,la atención o información solicitada cordialmente.,"['atención', 'información', 'solicitada', 'cordialmente']","['atención', 'información', 'solicitado', 'cordialmente']",Neutral,37.50%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,La atención por parte de secretaría academica,La atención por parte de secretaría academica,"['atención', 'parte', 'secretaría', 'academica']","['atención', 'secretacer', 'academico']",Neutral,78.12%,0,
SEDE 7,FACULTAD 1,INGENIERIA 01,La atención que brindan los administrativos en secretaría.,La atención que brindan los administrativos en secretaría.,"['atención', 'brindan', 'administrativos', 'secretaría']","['atención', 'brindar', 'administrativo', 'secretacer']",Neutral,58.57%,0,
SEDE 1,FACULTAD 2,INGENIERIA 08,"La atención y reparación de los elevadores que se hagan antes de comenzar el semestre, no al final.","La atención y reparación de los elevadores que se hagan antes de comenzar el semestre, no al final.","['atención', 'reparación', 'elevadores', 'hagan', 'comenzar', 'semestre', 'final']","['atención', 'reparación', 'elevadores', 'hacer', 'comenzar', 'semestre']",Neutral,53.09%,0,
SEDE 1,FACULTAD 3,INGENIERIA 15,La aula de clase no contaba con aire acondicionado hasta despues de casi un mes de comenzar las clases,La aula de clase no contaba con aire acondicionado hasta despues de casi un mes de comenzar las clases,"['aula', 'clase', 'contaba', 'aire', 'acondicionado', 'despues', 'casi', 'mes', 'comenzar', 'clases']","['aula', 'clase', 'contar', 'aire', 'acondicionado', 'mes', 'comenzar', 'clase']",Neutral,65.38%,0,
SEDE 1,FACULTAD 1,INGENIERIA 06,La biblioteca brinda un servicio bastante completo,La biblioteca brinda un servicio bastante completo,"['biblioteca', 'brinda', 'servicio', 'bastante', 'completo']","['biblioteca', 'brindo', 'servicio', 'completo']",Neutral,53.12%,7,
SEDE 1,FACULTAD 5,LICENCIATURA 21,La biblioteca debería estar disponible para todos los horarios completos los estudiantes de la noche no logran disponer de la misma,La biblioteca debería estar disponible para todos los horarios completos los estudiantes de la noche no logran disponer de la misma,"['biblioteca', 'debería', 'disponible', 'horarios', 'completos', 'estudiantes', 'noche', 'logran', 'disponer', 'misma']","['biblioteca', 'deber', 'disponible', 'horario', 'completo', 'estudiantes', 'noche', 'lograr', 'disponer']",Neutral,53.76%,0,
SEDE 1,FACULTAD 1,INGENIERIA 06,La biblioteca deberia tener más espacio,La biblioteca deberia tener más espacio,"['biblioteca', 'deberia', 'tener', 'espacio']","['biblioteca', 'deberio', 'espacio']",Neutral,78.11%,7,
SEDE 3,FACULTAD 2,TÉCNICO 05,La biblioteca Debería tener más espacio ..,La biblioteca Debería tener más espacio ..,"['biblioteca', 'debería', 'tener', 'espacio']","['biblioteca', 'deber', 'espacio']",Neutral,78.10%,6,
SEDE 1,FACULTAD 1,INGENIERIA 04,La biblioteca es muy pequeña para la población estudiantil que existe en la universidad,La biblioteca es muy pequeña para la población estudiantil que existe en la universidad,"['biblioteca', 'pequeña', 'población', 'estudiantil', 'existe', 'universidad']","['biblioteca', 'pequeño', 'población', 'estudiantil', 'universidad']",Neutral,60.74%,7,
SEDE 6,FACULTAD 1,INGENIERIA 01,"La biblioteca es prácticamente la sala de eventos, por lo que a veces no se puede usar para estudiar.","La biblioteca es prácticamente la sala de eventos, por lo que a veces no se puede usar para estudiar.","['biblioteca', 'prácticamente', 'sala', 'eventos', 'veces', 'puede', 'usar', 'estudiar']","['biblioteca', 'prácticamente', 'sala', 'evento', 'estudiar']",Neutral,53.15%,3,
SEDE 6,FACULTAD 3,INGENIERIA 15,La biblioteca no tiene el tamaño correcto para tantos estudiantes,La biblioteca no tiene el tamaño correcto para tantos estudiantes,"['biblioteca', 'tamaño', 'correcto', 'tantos', 'estudiantes']","['biblioteco', 'tamaño', 'correcto', 'tanto', 'estudiante']",Neutral,43.21%,2,
SEDE 6,FACULTAD 3,INGENIERIA 15,La biblioteca no tiene suficientes suficientes toma corrientes que funcionen y poder conectar las laptops. Ademas que o esta full o tienen actividades alli.,La biblioteca no tiene suficientes suficientes toma corrientes que funcionen y poder conectar las laptops. Ademas que o esta full o tienen actividades alli.,"['biblioteca', 'suficientes', 'suficientes', 'toma', 'corrientes', 'funcionen', 'poder', 'conectar', 'laptops', 'ademas', 'full', 'actividades', 'alli']","['biblioteca', 'suficiente', 'suficiente', 'tomar', 'corriente', 'funcionar', 'conectar', 'laptops', 'full', 'actividad']",Neutral,63.54%,6,
SEDE 1,FACULTAD 5,INGENIERIA 29,La biblioteca nunca tiene espacio y hay mucho ruido.,La biblioteca nunca tiene espacio y hay mucho ruido.,"['biblioteca', 'nunca', 'espacio', 'ruido']","['biblioteca', 'espacio', 'ruido']",Neutral,78.11%,6,
SEDE 1,FACULTAD 2,INGENIERIA 08,La búsqueda de proyectores y controles para los tableros dinámicos resta tiempo de la clase,La búsqueda de proyectores y controles para los tableros dinámicos resta tiempo de la clase,"['búsqueda', 'proyectores', 'controles', 'tableros', 'dinámicos', 'resta', 'tiempo', 'clase']","['búsqueda', 'proyector', 'control', 'tablero', 'dinámico', 'restar', 'tiempo', 'clase']",Neutral,32.19%,0,
SEDE 5,FACULTAD 4,LICENCIATURA 15,La cafetería  Debería mantener un plan para mantener los alimentos más económicos y más variedad,La cafetería  Debería mantener un plan para mantener los alimentos más económicos y más variedad,"['cafetería', 'debería', 'mantener', 'plan', 'mantener', 'alimentos', 'económicos', 'variedad']","['cafetería', 'deber', 'mantener', 'plan', 'mantener', 'alimento', 'económico', 'variedad']",Neutral,39.56%,6,
SEDE 2,FACULTAD 5,LICENCIATURA 22,La cafetería carece de precios accesibles,La cafetería carece de precios accesibles,"['cafetería', 'carece', 'precios', 'accesibles']","['cafetería', 'carecer', 'precio', 'accesibl']",Neutral,78.12%,1,comida
SEDE 1,FACULTAD 1,LICENCIATURA 04,La cafeteria central nunca esta abierta,La cafeteria central nunca esta abierta,"['cafeteria', 'central', 'nunca', 'abierta']","['cafeterio', 'central', 'abierto']",Neutral,37.50%,1,comida
